Number,Start date,Start station number,Start station,End date,End station number,End station,Bike number,Bike model,Total duration,Total duration (ms),Start datetime,End datetime
138314526,2024-04-03,968,"Warwick Row, Westminster",2024-04-03,1000,"Vauxhall Cross, Vauxhall",24420,CLASSIC,8m 24s,504975,2024-04-03 18:34:00,2024-04-03 18:42:00
138314477,2024-04-03,988,"Great Russell Street, Bloomsbury",2024-04-03,963,"Bankside Mix, Bankside",53112,CLASSIC,17m 23s,1043423,2024-04-03 18:33:00,2024-04-03 18:50:00
138314384,2024-04-03,974,"Guilford Street , Bloomsbury",2024-04-03,1011,"Argyle Street, Kings Cross",35413,CLASSIC,5m 24s,324347,2024-04-03 18:31:00,2024-04-03 18:36:00
138314180,2024-04-03,985,"Hatton Garden, Holborn",2024-04-03,994,"Tanner Street, Bermondsey",53931,CLASSIC,15m 11s,911848,2024-04-03 18:26:00,2024-04-03 18:41:00
138314204,2024-04-03,997,"Worship Street, Shoreditch",2024-04-03,973,"Bethnal Green Road, Shoreditch",51287,CLASSIC,2m 15s,135428,2024-04-03 18:26:00,2024-04-03 18:29:00
138314135,2024-04-03,960,"Hop Exchange, The Borough",2024-04-03,960,"Hop Exchange, The Borough",30043,CLASSIC,2h 0m 17s,7217204,2024-04-03 18:25:00,2024-04-03 20:25:00
138314136,2024-04-03,997,"Worship Street, Shoreditch",2024-04-03,964,"Bath Street, St. Luke's",50709,CLASSIC,4m 21s,261505,2024-04-03 18:25:00,2024-04-03 18:30:00
138314106,2024-04-03,995,"Little Argyll Street, West End",2024-04-03,1011,"Argyle Street, Kings Cross",53743,CLASSIC,10m 8s,608304,2024-04-03 18:24:00,2024-04-03 18:35:00
138313824,2024-04-03,1007,"Drury Lane, Covent Garden",2024-04-03,973,"Bethnal Green Road, Shoreditch",57721,CLASSIC,17m 0s,1020548,2024-04-03 18:19:00,2024-04-03 18:36:00
138313560,2024-04-03,991,"Crosswall, Tower",2024-04-03,1005,"Eversholt Street , Camden Town",23277,CLASSIC,27m 39s,1659884,2024-04-03 18:14:00,2024-04-03 18:42:00
138313344,2024-04-03,999,"Queen Street 1, Bank",2024-04-03,990,"Cotton Garden Estate, Kennington",41007,CLASSIC,13m 54s,834521,2024-04-03 18:11:00,2024-04-03 18:25:00
138313382,2024-04-03,988,"Great Russell Street, Bloomsbury",2024-04-03,1011,"Argyle Street, Kings Cross",56701,CLASSIC,5m 47s,347449,2024-04-03 18:11:00,2024-04-03 18:17:00
138313394,2024-04-03,960,"Hop Exchange, The Borough",2024-04-03,962,"Stamford Street, South Bank",53236,CLASSIC,7m 10s,430500,2024-04-03 18:11:00,2024-04-03 18:19:00
138313269,2024-04-03,985,"Hatton Garden, Holborn",2024-04-03,975,"Theobald's Road , Holborn",20796,CLASSIC,3m 52s,232363,2024-04-03 18:09:00,2024-04-03 18:13:00
138313288,2024-04-03,999,"Queen Street 1, Bank",2024-04-03,960,"Hop Exchange, The Borough",23668,CLASSIC,6m 29s,389720,2024-04-03 18:10:00,2024-04-03 18:16:00
138313061,2024-04-03,997,"Worship Street, Shoreditch",2024-04-03,997,"Worship Street, Shoreditch",23310,CLASSIC,1s,1139,2024-04-03 18:05:00,2024-04-03 18:05:00
138313062,2024-04-03,967,"Golden Lane, Barbican",2024-04-03,978,"Russell Square Station, Bloomsbury",35820,CLASSIC,15m 5s,905389,2024-04-03 18:05:00,2024-04-03 18:20:00
138313030,2024-04-03,1007,"Drury Lane, Covent Garden",2024-04-03,1011,"Argyle Street, Kings Cross",55739,CLASSIC,10m 36s,636415,2024-04-03 18:04:00,2024-04-03 18:15:00
138312970,2024-04-03,1000,"Vauxhall Cross, Vauxhall",2024-04-03,998,"Lollard Street, Vauxhall",51058,CLASSIC,5m 16s,316750,2024-04-03 18:03:00,2024-04-03 18:08:00
138312870,2024-04-03,982,"Holborn Circus, Holborn",2024-04-03,982,"Holborn Circus, Holborn",12923,CLASSIC,15s,15924,2024-04-03 18:01:00,2024-04-03 18:01:00
138312887,2024-04-03,959,"Milroy Walk, South Bank",2024-04-03,960,"Hop Exchange, The Borough",55583,CLASSIC,7m 6s,426906,2024-04-03 18:01:00,2024-04-03 18:08:00
138312851,2024-04-03,962,"Stamford Street, South Bank",2024-04-03,986,"Finsbury Library , Finsbury",24186,CLASSIC,12m 7s,727548,2024-04-03 18:00:00,2024-04-03 18:13:00
138312805,2024-04-03,1011,"Argyle Street, Kings Cross",2024-04-03,1007,"Drury Lane, Covent Garden",57721,CLASSIC,9m 0s,540995,2024-04-03 18:00:00,2024-04-03 18:09:00
138312706,2024-04-03,985,"Hatton Garden, Holborn",2024-04-03,1011,"Argyle Street, Kings Cross",56310,CLASSIC,9m 10s,550101,2024-04-03 17:57:00,2024-04-03 18:07:00
138312645,2024-04-03,961,"Union Street, The Borough",2024-04-03,960,"Hop Exchange, The Borough",52580,CLASSIC,2m 20s,140863,2024-04-03 17:56:00,2024-04-03 17:58:00
138312657,2024-04-03,980,"Malet Street, Bloomsbury",2024-04-03,1011,"Argyle Street, Kings Cross",52493,CLASSIC,5m 51s,351910,2024-04-03 17:56:00,2024-04-03 18:02:00
138312550,2024-04-03,972,"Hampstead Road, Euston",2024-04-03,982,"Holborn Circus, Holborn",50762,CLASSIC,8m 13s,493013,2024-04-03 17:54:00,2024-04-03 18:02:00
138312473,2024-04-03,968,"Warwick Row, Westminster",2024-04-03,993,"Drummond Street , Euston",41901,CLASSIC,15m 12s,912707,2024-04-03 17:52:00,2024-04-03 18:07:00
138312486,2024-04-03,972,"Hampstead Road, Euston",2024-04-03,985,"Hatton Garden, Holborn",54184,CLASSIC,10m 45s,645981,2024-04-03 17:52:00,2024-04-03 18:03:00
138312495,2024-04-03,1007,"Drury Lane, Covent Garden",2024-04-03,984,"Finsbury Circus, Liverpool Street",56613,CLASSIC,12m 11s,731659,2024-04-03 17:53:00,2024-04-03 18:05:00
138312423,2024-04-03,974,"Guilford Street , Bloomsbury",2024-04-03,1011,"Argyle Street, Kings Cross",30448,CLASSIC,4m 15s,255231,2024-04-03 17:51:00,2024-04-03 17:55:00
138312228,2024-04-03,984,"Finsbury Circus, Liverpool Street",2024-04-03,991,"Crosswall, Tower",55988,CLASSIC,12m 9s,729522,2024-04-03 17:47:00,2024-04-03 17:59:00
138311835,2024-04-03,994,"Tanner Street, Bermondsey",2024-04-03,988,"Great Russell Street, Bloomsbury",22316,CLASSIC,22m 21s,1341746,2024-04-03 17:40:00,2024-04-03 18:02:00
138311765,2024-04-03,999,"Queen Street 1, Bank",2024-04-03,985,"Hatton Garden, Holborn",56310,CLASSIC,7m 32s,452734,2024-04-03 17:39:00,2024-04-03 17:46:00
138311691,2024-04-03,990,"Cotton Garden Estate, Kennington",2024-04-03,990,"Cotton Garden Estate, Kennington",54361,CLASSIC,28m 8s,1688659,2024-04-03 17:37:00,2024-04-03 18:05:00
138311575,2024-04-03,974,"Guilford Street , Bloomsbury",2024-04-03,982,"Holborn Circus, Holborn",51658,CLASSIC,6m 20s,380852,2024-04-03 17:35:00,2024-04-03 17:41:00
138311581,2024-04-03,980,"Malet Street, Bloomsbury",2024-04-03,968,"Warwick Row, Westminster",59542,CLASSIC,16m 45s,1005728,2024-04-03 17:35:00,2024-04-03 17:52:00
138311549,2024-04-03,962,"Stamford Street, South Bank",2024-04-03,989,"Murray Grove , Hoxton",58448,CLASSIC,15m 15s,915098,2024-04-03 17:34:00,2024-04-03 17:50:00
138311491,2024-04-03,985,"Hatton Garden, Holborn",2024-04-03,985,"Hatton Garden, Holborn",53361,CLASSIC,3m 2s,182172,2024-04-03 17:33:00,2024-04-03 17:36:00
138311500,2024-04-03,994,"Tanner Street, Bermondsey",2024-04-03,999,"Queen Street 1, Bank",58137,CLASSIC,9m 30s,570154,2024-04-03 17:33:00,2024-04-03 17:43:00
138311428,2024-04-03,964,"Bath Street, St. Luke's",2024-04-03,979,"Wenlock Road , Hoxton",56502,CLASSIC,4m 11s,251144,2024-04-03 17:32:00,2024-04-03 17:36:00
138311306,2024-04-03,968,"Warwick Row, Westminster",2024-04-03,961,"Union Street, The Borough",50751,CLASSIC,16m 17s,977919,2024-04-03 17:29:00,2024-04-03 17:45:00
138311154,2024-04-03,985,"Hatton Garden, Holborn",2024-04-03,1004,"Doric Way , Somers Town",56837,CLASSIC,10m 32s,632739,2024-04-03 17:25:00,2024-04-03 17:36:00
138310890,2024-04-03,985,"Hatton Garden, Holborn",2024-04-03,985,"Hatton Garden, Holborn",55273,CLASSIC,45s,45689,2024-04-03 17:20:00,2024-04-03 17:20:00
138310891,2024-04-03,1008,"Hatton Wall, Holborn",2024-04-03,985,"Hatton Garden, Holborn",50891,CLASSIC,1m 38s,98832,2024-04-03 17:20:00,2024-04-03 17:21:00
138310486,2024-04-03,963,"Bankside Mix, Bankside",2024-04-03,960,"Hop Exchange, The Borough",57206,CLASSIC,3m 21s,201891,2024-04-03 17:10:00,2024-04-03 17:13:00
138310263,2024-04-03,985,"Hatton Garden, Holborn",2024-04-03,985,"Hatton Garden, Holborn",53361,CLASSIC,27m 7s,1627394,2024-04-03 17:04:00,2024-04-03 17:31:00
138310233,2024-04-03,970,"Scala Street, Fitzrovia",2024-04-03,1010,"Cartwright Gardens , Bloomsbury",20337,CLASSIC,5m 34s,334398,2024-04-03 17:03:00,2024-04-03 17:09:00
138309896,2024-04-03,985,"Hatton Garden, Holborn",2024-04-03,985,"Hatton Garden, Holborn",55273,CLASSIC,24m 52s,1492436,2024-04-03 16:53:00,2024-04-03 17:18:00
138309646,2024-04-03,969,"Gower Place , Euston",2024-04-03,978,"Russell Square Station, Bloomsbury",51626,CLASSIC,6m 9s,369003,2024-04-03 16:44:00,2024-04-03 16:50:00
138309613,2024-04-03,976,"Longford Street, The Regent's Park",2024-04-03,976,"Longford Street, The Regent's Park",20753,CLASSIC,10m 55s,655890,2024-04-03 16:42:00,2024-04-03 16:53:00
138309632,2024-04-03,969,"Gower Place , Euston",2024-04-03,973,"Bethnal Green Road, Shoreditch",55998,CLASSIC,19m 19s,1159688,2024-04-03 16:42:00,2024-04-03 17:02:00
138309402,2024-04-03,975,"Theobald's Road , Holborn",2024-04-03,984,"Finsbury Circus, Liverpool Street",51939,CLASSIC,9m 8s,548996,2024-04-03 16:34:00,2024-04-03 16:43:00
138309307,2024-04-03,973,"Bethnal Green Road, Shoreditch",2024-04-03,973,"Bethnal Green Road, Shoreditch",55066,CLASSIC,10s,10558,2024-04-03 16:30:00,2024-04-03 16:31:00
138309278,2024-04-03,988,"Great Russell Street, Bloomsbury",2024-04-03,988,"Great Russell Street, Bloomsbury",22484,CLASSIC,4m 30s,270848,2024-04-03 16:29:00,2024-04-03 16:33:00
138309273,2024-04-03,988,"Great Russell Street, Bloomsbury",2024-04-03,988,"Great Russell Street, Bloomsbury",55958,CLASSIC,4m 29s,269785,2024-04-03 16:29:00,2024-04-03 16:33:00
138309206,2024-04-03,1003,"Chapel Place, Marylebone",2024-04-03,991,"Crosswall, Tower",56751,CLASSIC,20m 9s,1209485,2024-04-03 16:25:00,2024-04-03 16:45:00
138309209,2024-04-03,986,"Finsbury Library , Finsbury",2024-04-03,962,"Stamford Street, South Bank",56830,CLASSIC,18m 43s,1123616,2024-04-03 16:25:00,2024-04-03 16:44:00
138309131,2024-04-03,964,"Bath Street, St. Luke's",2024-04-03,989,"Murray Grove , Hoxton",52455,CLASSIC,5m 0s,300472,2024-04-03 16:22:00,2024-04-03 16:27:00
138308793,2024-04-03,967,"Golden Lane, Barbican",2024-04-03,986,"Finsbury Library , Finsbury",56830,CLASSIC,5m 20s,320360,2024-04-03 16:06:00,2024-04-03 16:12:00
138308754,2024-04-03,962,"Stamford Street, South Bank",2024-04-03,960,"Hop Exchange, The Borough",57251,CLASSIC,7m 42s,462596,2024-04-03 16:04:00,2024-04-03 16:12:00
138308702,2024-04-03,964,"Bath Street, St. Luke's",2024-04-03,982,"Holborn Circus, Holborn",52973,CLASSIC,6m 41s,401440,2024-04-03 16:02:00,2024-04-03 16:08:00
138308650,2024-04-03,964,"Bath Street, St. Luke's",2024-04-03,982,"Holborn Circus, Holborn",59636,CLASSIC,7m 29s,449293,2024-04-03 15:58:00,2024-04-03 16:05:00
138308007,2024-04-03,1009,"Taviton Street, Bloomsbury",2024-04-03,1011,"Argyle Street, Kings Cross",56157,CLASSIC,7m 4s,424104,2024-04-03 15:21:00,2024-04-03 15:28:00
138307694,2024-04-03,1003,"Chapel Place, Marylebone",2024-04-03,968,"Warwick Row, Westminster",52903,CLASSIC,9m 36s,576992,2024-04-03 15:01:00,2024-04-03 15:10:00
138307688,2024-04-03,1007,"Drury Lane, Covent Garden",2024-04-03,1011,"Argyle Street, Kings Cross",50019,CLASSIC,7m 14s,434782,2024-04-03 15:00:00,2024-04-03 15:08:00
138307575,2024-04-03,980,"Malet Street, Bloomsbury",2024-04-03,988,"Great Russell Street, Bloomsbury",50846,CLASSIC,3m 44s,224291,2024-04-03 14:53:00,2024-04-03 14:56:00
138307500,2024-04-03,962,"Stamford Street, South Bank",2024-04-03,960,"Hop Exchange, The Borough",41290,CLASSIC,7m 6s,426200,2024-04-03 14:47:00,2024-04-03 14:54:00
138307387,2024-04-03,990,"Cotton Garden Estate, Kennington",2024-04-03,999,"Queen Street 1, Bank",57781,CLASSIC,10m 43s,643191,2024-04-03 14:40:00,2024-04-03 14:51:00
138307361,2024-04-03,1007,"Drury Lane, Covent Garden",2024-04-03,1011,"Argyle Street, Kings Cross",52178,CLASSIC,11m 56s,716259,2024-04-03 14:39:00,2024-04-03 14:51:00
138307357,2024-04-03,996,"Borough High Street, The Borough",2024-04-03,960,"Hop Exchange, The Borough",53420,CLASSIC,13m 32s,812244,2024-04-03 14:38:00,2024-04-03 14:52:00
138307072,2024-04-03,976,"Longford Street, The Regent's Park",2024-04-03,969,"Gower Place , Euston",51889,CLASSIC,3m 4s,184414,2024-04-03 14:19:00,2024-04-03 14:22:00
138307028,2024-04-03,1004,"Doric Way , Somers Town",2024-04-03,971,"Godliman Street, St. Paul's",54616,CLASSIC,31m 10s,1870966,2024-04-03 14:17:00,2024-04-03 14:48:00
138306979,2024-04-03,964,"Bath Street, St. Luke's",2024-04-03,979,"Wenlock Road , Hoxton",54975,CLASSIC,3m 31s,211790,2024-04-03 14:13:00,2024-04-03 14:17:00
138306895,2024-04-03,982,"Holborn Circus, Holborn",2024-04-03,1008,"Hatton Wall, Holborn",52796,CLASSIC,6m 36s,396347,2024-04-03 14:08:00,2024-04-03 14:15:00
138306730,2024-04-03,1008,"Hatton Wall, Holborn",2024-04-03,963,"Bankside Mix, Bankside",57206,CLASSIC,13m 37s,817675,2024-04-03 13:58:00,2024-04-03 14:12:00
138306716,2024-04-03,974,"Guilford Street , Bloomsbury",2024-04-03,981,"British Museum, Bloomsbury",54292,CLASSIC,3m 44s,224059,2024-04-03 13:57:00,2024-04-03 14:00:00
138306658,2024-04-03,1011,"Argyle Street, Kings Cross",2024-04-03,988,"Great Russell Street, Bloomsbury",58644,CLASSIC,6m 43s,403345,2024-04-03 13:53:00,2024-04-03 14:00:00
138306531,2024-04-03,1010,"Cartwright Gardens , Bloomsbury",2024-04-03,969,"Gower Place , Euston",58983,CLASSIC,5m 13s,313819,2024-04-03 13:47:00,2024-04-03 13:52:00
138306512,2024-04-03,973,"Bethnal Green Road, Shoreditch",2024-04-03,961,"Union Street, The Borough",55026,CLASSIC,12m 34s,754261,2024-04-03 13:46:00,2024-04-03 13:58:00
138306460,2024-04-03,975,"Theobald's Road , Holborn",2024-04-03,989,"Murray Grove , Hoxton",15366,CLASSIC,10m 46s,646517,2024-04-03 13:42:00,2024-04-03 13:53:00
138306418,2024-04-03,963,"Bankside Mix, Bankside",2024-04-03,1008,"Hatton Wall, Holborn",57206,CLASSIC,11m 59s,719533,2024-04-03 13:40:00,2024-04-03 13:52:00
138306193,2024-04-03,998,"Lollard Street, Vauxhall",2024-04-03,998,"Lollard Street, Vauxhall",50195,CLASSIC,5m 19s,319669,2024-04-03 13:26:00,2024-04-03 13:31:00
138305855,2024-04-03,1011,"Argyle Street, Kings Cross",2024-04-03,975,"Theobald's Road , Holborn",15366,CLASSIC,5m 41s,341370,2024-04-03 13:05:00,2024-04-03 13:11:00
138305816,2024-04-03,968,"Warwick Row, Westminster",2024-04-03,995,"Little Argyll Street, West End",23895,CLASSIC,16m 26s,986677,2024-04-03 13:03:00,2024-04-03 13:20:00
138305586,2024-04-03,1007,"Drury Lane, Covent Garden",2024-04-03,995,"Little Argyll Street, West End",50785,CLASSIC,8m 9s,489184,2024-04-03 12:49:00,2024-04-03 12:58:00
138305314,2024-04-03,979,"Wenlock Road , Hoxton",2024-04-03,967,"Golden Lane, Barbican",35820,CLASSIC,5m 29s,329692,2024-04-03 12:33:00,2024-04-03 12:38:00
138305235,2024-04-03,1003,"Chapel Place, Marylebone",2024-04-03,995,"Little Argyll Street, West End",56484,CLASSIC,1h 4m 49s,3889670,2024-04-03 12:27:00,2024-04-03 13:32:00
138305096,2024-04-03,1000,"Vauxhall Cross, Vauxhall",2024-04-03,1000,"Vauxhall Cross, Vauxhall",59736,CLASSIC,27m 28s,1648307,2024-04-03 12:18:00,2024-04-03 12:46:00
138305088,2024-04-03,960,"Hop Exchange, The Borough",2024-04-03,962,"Stamford Street, South Bank",41290,CLASSIC,6m 12s,372176,2024-04-03 12:18:00,2024-04-03 12:24:00
138304977,2024-04-03,995,"Little Argyll Street, West End",2024-04-03,995,"Little Argyll Street, West End",52772,CLASSIC,13m 24s,804314,2024-04-03 12:10:00,2024-04-03 12:23:00
138304865,2024-04-03,997,"Worship Street, Shoreditch",2024-04-03,964,"Bath Street, St. Luke's",21598,CLASSIC,5m 1s,301429,2024-04-03 12:02:00,2024-04-03 12:07:00
138304725,2024-04-03,963,"Bankside Mix, Bankside",2024-04-03,965,"Tachbrook Street, Victoria",58693,CLASSIC,29m 47s,1787947,2024-04-03 11:54:00,2024-04-03 12:24:00
138304735,2024-04-03,961,"Union Street, The Borough",2024-04-03,960,"Hop Exchange, The Borough",59209,CLASSIC,3m 36s,216717,2024-04-03 11:54:00,2024-04-03 11:58:00
138304639,2024-04-03,1011,"Argyle Street, Kings Cross",2024-04-03,974,"Guilford Street , Bloomsbury",57213,CLASSIC,4m 36s,276945,2024-04-03 11:49:00,2024-04-03 11:53:00
138304325,2024-04-03,960,"Hop Exchange, The Borough",2024-04-03,960,"Hop Exchange, The Borough",56336,CLASSIC,1s,1037,2024-04-03 11:23:00,2024-04-03 11:23:00
138304311,2024-04-03,986,"Finsbury Library , Finsbury",2024-04-03,997,"Worship Street, Shoreditch",56356,CLASSIC,9m 13s,553047,2024-04-03 11:22:00,2024-04-03 11:32:00
138304294,2024-04-03,999,"Queen Street 1, Bank",2024-04-03,960,"Hop Exchange, The Borough",52017,CLASSIC,5m 48s,348197,2024-04-03 11:21:00,2024-04-03 11:27:00
138304295,2024-04-03,1011,"Argyle Street, Kings Cross",2024-04-03,1011,"Argyle Street, Kings Cross",57484,CLASSIC,1m 2s,62189,2024-04-03 11:21:00,2024-04-03 11:22:00
138304296,2024-04-03,978,"Russell Square Station, Bloomsbury",2024-04-03,969,"Gower Place , Euston",20633,CLASSIC,4m 20s,260868,2024-04-03 11:21:00,2024-04-03 11:25:00
138303954,2024-04-03,1010,"Cartwright Gardens , Bloomsbury",2024-04-03,1005,"Eversholt Street , Camden Town",24247,CLASSIC,4m 43s,283782,2024-04-03 10:56:00,2024-04-03 11:01:00
138303949,2024-04-03,978,"Russell Square Station, Bloomsbury",2024-04-03,1004,"Doric Way , Somers Town",20182,CLASSIC,5m 33s,333509,2024-04-03 10:55:00,2024-04-03 11:01:00
138303842,2024-04-03,993,"Drummond Street , Euston",2024-04-03,998,"Lollard Street, Vauxhall",16380,CLASSIC,30m 52s,1852880,2024-04-03 10:49:00,2024-04-03 11:20:00
138303847,2024-04-03,993,"Drummond Street , Euston",2024-04-03,998,"Lollard Street, Vauxhall",40242,CLASSIC,30m 49s,1849956,2024-04-03 10:49:00,2024-04-03 11:20:00
138303736,2024-04-03,1011,"Argyle Street, Kings Cross",2024-04-03,1007,"Drury Lane, Covent Garden",51550,CLASSIC,10m 39s,639174,2024-04-03 10:41:00,2024-04-03 10:52:00
138303686,2024-04-03,996,"Borough High Street, The Borough",2024-04-03,982,"Holborn Circus, Holborn",21124,CLASSIC,12m 46s,766206,2024-04-03 10:37:00,2024-04-03 10:50:00
138303629,2024-04-03,978,"Russell Square Station, Bloomsbury",2024-04-03,988,"Great Russell Street, Bloomsbury",57320,CLASSIC,6m 2s,362298,2024-04-03 10:33:00,2024-04-03 10:39:00
138303580,2024-04-03,985,"Hatton Garden, Holborn",2024-04-03,967,"Golden Lane, Barbican",58290,CLASSIC,7m 4s,424606,2024-04-03 10:29:00,2024-04-03 10:36:00
138303557,2024-04-03,960,"Hop Exchange, The Borough",2024-04-03,963,"Bankside Mix, Bankside",30514,CLASSIC,2m 48s,168445,2024-04-03 10:27:00,2024-04-03 10:30:00
138303525,2024-04-03,960,"Hop Exchange, The Borough",2024-04-03,1009,"Taviton Street, Bloomsbury",50475,CLASSIC,22m 58s,1378766,2024-04-03 10:24:00,2024-04-03 10:47:00
138303437,2024-04-03,1011,"Argyle Street, Kings Cross",2024-04-03,981,"British Museum, Bloomsbury",58427,CLASSIC,6m 41s,401354,2024-04-03 10:18:00,2024-04-03 10:25:00
138303420,2024-04-03,1008,"Hatton Wall, Holborn",2024-04-03,985,"Hatton Garden, Holborn",58290,CLASSIC,1m 48s,108812,2024-04-03 10:18:00,2024-04-03 10:19:00
138303307,2024-04-03,985,"Hatton Garden, Holborn",2024-04-03,1008,"Hatton Wall, Holborn",58290,CLASSIC,1m 36s,96391,2024-04-03 10:10:00,2024-04-03 10:12:00
138303242,2024-04-03,982,"Holborn Circus, Holborn",2024-04-03,982,"Holborn Circus, Holborn",12923,CLASSIC,1m 17s,77338,2024-04-03 10:06:00,2024-04-03 10:07:00
138303253,2024-04-03,998,"Lollard Street, Vauxhall",2024-04-03,981,"British Museum, Bloomsbury",54375,CLASSIC,18m 50s,1130403,2024-04-03 10:06:00,2024-04-03 10:25:00
138303221,2024-04-03,969,"Gower Place , Euston",2024-04-03,980,"Malet Street, Bloomsbury",40259,CLASSIC,7m 6s,426157,2024-04-03 10:04:00,2024-04-03 10:12:00
138303223,2024-04-03,969,"Gower Place , Euston",2024-04-03,980,"Malet Street, Bloomsbury",58141,CLASSIC,6m 59s,419535,2024-04-03 10:05:00,2024-04-03 10:12:00
138303192,2024-04-03,988,"Great Russell Street, Bloomsbury",2024-04-03,978,"Russell Square Station, Bloomsbury",57320,CLASSIC,3m 56s,236198,2024-04-03 10:02:00,2024-04-03 10:06:00
138303053,2024-04-03,995,"Little Argyll Street, West End",2024-04-03,999,"Queen Street 1, Bank",58376,CLASSIC,16m 37s,997037,2024-04-03 09:54:00,2024-04-03 10:10:00
138302985,2024-04-03,999,"Queen Street 1, Bank",2024-04-03,961,"Union Street, The Borough",59209,CLASSIC,5m 43s,343624,2024-04-03 09:49:00,2024-04-03 09:55:00
138302945,2024-04-03,965,"Tachbrook Street, Victoria",2024-04-03,1007,"Drury Lane, Covent Garden",58402,CLASSIC,21m 57s,1317123,2024-04-03 09:48:00,2024-04-03 10:10:00
138302723,2024-04-03,971,"Godliman Street, St. Paul's",2024-04-03,984,"Finsbury Circus, Liverpool Street",59032,CLASSIC,7m 3s,423210,2024-04-03 09:37:00,2024-04-03 09:44:00
138302656,2024-04-03,962,"Stamford Street, South Bank",2024-04-03,960,"Hop Exchange, The Borough",41290,CLASSIC,8m 9s,489875,2024-04-03 09:34:00,2024-04-03 09:42:00
138302580,2024-04-03,973,"Bethnal Green Road, Shoreditch",2024-04-03,1007,"Drury Lane, Covent Garden",56613,CLASSIC,18m 17s,1097843,2024-04-03 09:31:00,2024-04-03 09:49:00
138302563,2024-04-03,1004,"Doric Way , Somers Town",2024-04-03,982,"Holborn Circus, Holborn",22068,CLASSIC,11m 14s,674489,2024-04-03 09:30:00,2024-04-03 09:41:00
138302527,2024-04-03,963,"Bankside Mix, Bankside",2024-04-03,960,"Hop Exchange, The Borough",56506,CLASSIC,2m 39s,159757,2024-04-03 09:28:00,2024-04-03 09:31:00
138302502,2024-04-03,1011,"Argyle Street, Kings Cross",2024-04-03,974,"Guilford Street , Bloomsbury",30261,CLASSIC,4m 13s,253745,2024-04-03 09:27:00,2024-04-03 09:32:00
138302384,2024-04-03,960,"Hop Exchange, The Borough",2024-04-03,963,"Bankside Mix, Bankside",56506,CLASSIC,2m 13s,133338,2024-04-03 09:23:00,2024-04-03 09:26:00
138302399,2024-04-03,1011,"Argyle Street, Kings Cross",2024-04-03,972,"Hampstead Road, Euston",53161,CLASSIC,5m 32s,332332,2024-04-03 09:23:00,2024-04-03 09:29:00
138302363,2024-04-03,994,"Tanner Street, Bermondsey",2024-04-03,999,"Queen Street 1, Bank",21149,CLASSIC,8m 14s,494892,2024-04-03 09:22:00,2024-04-03 09:30:00
138302309,2024-04-03,996,"Borough High Street, The Borough",2024-04-03,960,"Hop Exchange, The Borough",58322,CLASSIC,1m 47s,107909,2024-04-03 09:20:00,2024-04-03 09:22:00
138302078,2024-04-03,996,"Borough High Street, The Borough",2024-04-03,960,"Hop Exchange, The Borough",24274,CLASSIC,3m 2s,182878,2024-04-03 09:11:00,2024-04-03 09:14:00
138302022,2024-04-03,1000,"Vauxhall Cross, Vauxhall",2024-04-03,1000,"Vauxhall Cross, Vauxhall",40978,CLASSIC,20s,20191,2024-04-03 09:09:00,2024-04-03 09:09:00
138301983,2024-04-03,960,"Hop Exchange, The Borough",2024-04-03,960,"Hop Exchange, The Borough",56336,CLASSIC,3s,3584,2024-04-03 09:08:00,2024-04-03 09:08:00
138301878,2024-04-03,1011,"Argyle Street, Kings Cross",2024-04-03,970,"Scala Street, Fitzrovia",22307,CLASSIC,7m 43s,463855,2024-04-03 09:05:00,2024-04-03 09:12:00
138301824,2024-04-03,1011,"Argyle Street, Kings Cross",2024-04-03,988,"Great Russell Street, Bloomsbury",56808,CLASSIC,6m 21s,381623,2024-04-03 09:03:00,2024-04-03 09:09:00
138301830,2024-04-03,1004,"Doric Way , Somers Town",2024-04-03,997,"Worship Street, Shoreditch",21260,CLASSIC,14m 29s,869988,2024-04-03 09:03:00,2024-04-03 09:17:00
138301782,2024-04-03,979,"Wenlock Road , Hoxton",2024-04-03,982,"Holborn Circus, Holborn",58602,CLASSIC,12m 16s,736836,2024-04-03 09:01:00,2024-04-03 09:14:00
138301718,2024-04-03,979,"Wenlock Road , Hoxton",2024-04-03,985,"Hatton Garden, Holborn",51437,CLASSIC,9m 29s,569814,2024-04-03 08:59:00,2024-04-03 09:08:00
138301727,2024-04-03,990,"Cotton Garden Estate, Kennington",2024-04-03,999,"Queen Street 1, Bank",13652,CLASSIC,11m 13s,673270,2024-04-03 08:59:00,2024-04-03 09:11:00
138301657,2024-04-03,990,"Cotton Garden Estate, Kennington",2024-04-03,960,"Hop Exchange, The Borough",54746,CLASSIC,11m 50s,710999,2024-04-03 08:57:00,2024-04-03 09:09:00
138301669,2024-04-03,963,"Bankside Mix, Bankside",2024-04-03,963,"Bankside Mix, Bankside",55594,CLASSIC,33m 36s,2016261,2024-04-03 08:57:00,2024-04-03 09:31:00
138301620,2024-04-03,989,"Murray Grove , Hoxton",2024-04-03,1008,"Hatton Wall, Holborn",51501,CLASSIC,8m 14s,494917,2024-04-03 08:56:00,2024-04-03 09:04:00
138301624,2024-04-03,985,"Hatton Garden, Holborn",2024-04-03,997,"Worship Street, Shoreditch",53792,CLASSIC,7m 22s,442119,2024-04-03 08:56:00,2024-04-03 09:03:00
