Number,Start date,Start station number,Start station,End date,End station number,End station,Bike number,Bike model,Total duration,Total duration (ms),Start datetime,End datetime
138422690,2024-04-08,1003,"Chapel Place, Marylebone",2024-04-08,1007,"Drury Lane, Covent Garden",59675,CLASSIC,9m 23s,563573,2024-04-08 17:37:00,2024-04-08 17:46:00
138422640,2024-04-08,980,"Malet Street, Bloomsbury",2024-04-08,986,"Finsbury Library , Finsbury",41115,CLASSIC,13m 55s,835661,2024-04-08 17:36:00,2024-04-08 17:50:00
138422570,2024-04-08,969,"Gower Place , Euston",2024-04-08,978,"Russell Square Station, Bloomsbury",51820,CLASSIC,6m 51s,411353,2024-04-08 17:34:00,2024-04-08 17:41:00
138422579,2024-04-08,972,"Hampstead Road, Euston",2024-04-08,972,"Hampstead Road, Euston",22791,CLASSIC,47s,47062,2024-04-08 17:34:00,2024-04-08 17:35:00
138422536,2024-04-08,963,"Bankside Mix, Bankside",2024-04-08,960,"Hop Exchange, The Borough",58609,CLASSIC,4m 26s,266720,2024-04-08 17:33:00,2024-04-08 17:38:00
138422494,2024-04-08,982,"Holborn Circus, Holborn",2024-04-08,964,"Bath Street, St. Luke's",40986,CLASSIC,7m 44s,464130,2024-04-08 17:32:00,2024-04-08 17:40:00
138422354,2024-04-08,963,"Bankside Mix, Bankside",2024-04-08,1000,"Vauxhall Cross, Vauxhall",54018,CLASSIC,20m 41s,1241479,2024-04-08 17:28:00,2024-04-08 17:49:00
138422367,2024-04-08,999,"Queen Street 1, Bank",2024-04-08,984,"Finsbury Circus, Liverpool Street",52992,CLASSIC,3m 59s,239937,2024-04-08 17:28:00,2024-04-08 17:32:00
138421998,2024-04-08,969,"Gower Place , Euston",2024-04-08,992,"St. John Street, Finsbury",12783,CLASSIC,12m 22s,742675,2024-04-08 17:19:00,2024-04-08 17:32:00
138421958,2024-04-08,963,"Bankside Mix, Bankside",2024-04-08,1004,"Doric Way , Somers Town",53052,CLASSIC,19m 5s,1145663,2024-04-08 17:19:00,2024-04-08 17:38:00
138421820,2024-04-08,990,"Cotton Garden Estate, Kennington",2024-04-08,964,"Bath Street, St. Luke's",54820,CLASSIC,29m 50s,1790107,2024-04-08 17:15:00,2024-04-08 17:45:00
138421823,2024-04-08,960,"Hop Exchange, The Borough",2024-04-08,982,"Holborn Circus, Holborn",52360,CLASSIC,10m 0s,600126,2024-04-08 17:15:00,2024-04-08 17:25:00
138421557,2024-04-08,996,"Borough High Street, The Borough",2024-04-08,970,"Scala Street, Fitzrovia",58932,CLASSIC,25m 21s,1521428,2024-04-08 17:08:00,2024-04-08 17:34:00
138421427,2024-04-08,964,"Bath Street, St. Luke's",2024-04-08,967,"Golden Lane, Barbican",51744,CLASSIC,3m 21s,201242,2024-04-08 17:05:00,2024-04-08 17:08:00
138421430,2024-04-08,996,"Borough High Street, The Borough",2024-04-08,963,"Bankside Mix, Bankside",59514,CLASSIC,3m 38s,218825,2024-04-08 17:05:00,2024-04-08 17:09:00
138421277,2024-04-08,991,"Crosswall, Tower",2024-04-08,1004,"Doric Way , Somers Town",58114,CLASSIC,15m 30s,930566,2024-04-08 17:01:00,2024-04-08 17:16:00
138421250,2024-04-08,999,"Queen Street 1, Bank",2024-04-08,995,"Little Argyll Street, West End",51828,CLASSIC,16m 53s,1013235,2024-04-08 17:00:00,2024-04-08 17:17:00
138421150,2024-04-08,986,"Finsbury Library , Finsbury",2024-04-08,972,"Hampstead Road, Euston",41690,CLASSIC,11m 37s,697744,2024-04-08 16:56:00,2024-04-08 17:08:00
138421078,2024-04-08,997,"Worship Street, Shoreditch",2024-04-08,986,"Finsbury Library , Finsbury",59774,CLASSIC,9m 14s,554264,2024-04-08 16:54:00,2024-04-08 17:03:00
138421009,2024-04-08,967,"Golden Lane, Barbican",2024-04-08,982,"Holborn Circus, Holborn",51547,CLASSIC,5m 56s,356611,2024-04-08 16:51:00,2024-04-08 16:57:00
138420851,2024-04-08,985,"Hatton Garden, Holborn",2024-04-08,967,"Golden Lane, Barbican",55681,CLASSIC,5m 14s,314343,2024-04-08 16:46:00,2024-04-08 16:51:00
138420743,2024-04-08,970,"Scala Street, Fitzrovia",2024-04-08,1011,"Argyle Street, Kings Cross",55569,CLASSIC,5m 34s,334177,2024-04-08 16:41:00,2024-04-08 16:47:00
138420746,2024-04-08,997,"Worship Street, Shoreditch",2024-04-08,965,"Tachbrook Street, Victoria",59407,CLASSIC,22m 22s,1342109,2024-04-08 16:41:00,2024-04-08 17:04:00
138420749,2024-04-08,969,"Gower Place , Euston",2024-04-08,973,"Bethnal Green Road, Shoreditch",52634,CLASSIC,18m 45s,1125931,2024-04-08 16:41:00,2024-04-08 17:00:00
138420552,2024-04-08,965,"Tachbrook Street, Victoria",2024-04-08,995,"Little Argyll Street, West End",21157,CLASSIC,29m 3s,1743395,2024-04-08 16:34:00,2024-04-08 17:03:00
138420467,2024-04-08,964,"Bath Street, St. Luke's",2024-04-08,964,"Bath Street, St. Luke's",54294,CLASSIC,6m 5s,365815,2024-04-08 16:29:00,2024-04-08 16:35:00
138420221,2024-04-08,1011,"Argyle Street, Kings Cross",2024-04-08,988,"Great Russell Street, Bloomsbury",30934,CLASSIC,18m 20s,1100681,2024-04-08 16:18:00,2024-04-08 16:37:00
138420079,2024-04-08,1010,"Cartwright Gardens , Bloomsbury",2024-04-08,1010,"Cartwright Gardens , Bloomsbury",14365,CLASSIC,9s,9897,2024-04-08 16:12:00,2024-04-08 16:12:00
138419945,2024-04-08,969,"Gower Place , Euston",2024-04-08,969,"Gower Place , Euston",35551,CLASSIC,1m 21s,81483,2024-04-08 16:06:00,2024-04-08 16:07:00
138419903,2024-04-08,991,"Crosswall, Tower",2024-04-08,964,"Bath Street, St. Luke's",52591,CLASSIC,11m 41s,701892,2024-04-08 16:04:00,2024-04-08 16:16:00
138419888,2024-04-08,971,"Godliman Street, St. Paul's",2024-04-08,974,"Guilford Street , Bloomsbury",20251,CLASSIC,12m 36s,756549,2024-04-08 16:04:00,2024-04-08 16:16:00
138419632,2024-04-08,963,"Bankside Mix, Bankside",2024-04-08,996,"Borough High Street, The Borough",17123,CLASSIC,5m 31s,331897,2024-04-08 15:50:00,2024-04-08 15:56:00
138419486,2024-04-08,964,"Bath Street, St. Luke's",2024-04-08,991,"Crosswall, Tower",57032,CLASSIC,9m 24s,564936,2024-04-08 15:44:00,2024-04-08 15:53:00
138419398,2024-04-08,971,"Godliman Street, St. Paul's",2024-04-08,991,"Crosswall, Tower",56728,CLASSIC,22m 43s,1363487,2024-04-08 15:40:00,2024-04-08 16:03:00
138419399,2024-04-08,971,"Godliman Street, St. Paul's",2024-04-08,991,"Crosswall, Tower",21109,CLASSIC,22m 49s,1369785,2024-04-08 15:40:00,2024-04-08 16:03:00
138419400,2024-04-08,971,"Godliman Street, St. Paul's",2024-04-08,991,"Crosswall, Tower",30628,CLASSIC,22m 37s,1357986,2024-04-08 15:40:00,2024-04-08 16:03:00
138419404,2024-04-08,971,"Godliman Street, St. Paul's",2024-04-08,991,"Crosswall, Tower",51048,CLASSIC,22m 37s,1357924,2024-04-08 15:40:00,2024-04-08 16:03:00
138419221,2024-04-08,1011,"Argyle Street, Kings Cross",2024-04-08,961,"Union Street, The Borough",55763,CLASSIC,14m 44s,884765,2024-04-08 15:31:00,2024-04-08 15:46:00
138419201,2024-04-08,966,"New Kent Road, The Borough",2024-04-08,1004,"Doric Way , Somers Town",53626,CLASSIC,21m 28s,1288489,2024-04-08 15:30:00,2024-04-08 15:52:00
138419140,2024-04-08,982,"Holborn Circus, Holborn",2024-04-08,967,"Golden Lane, Barbican",56474,CLASSIC,5m 2s,302780,2024-04-08 15:27:00,2024-04-08 15:32:00
138418876,2024-04-08,999,"Queen Street 1, Bank",2024-04-08,997,"Worship Street, Shoreditch",52090,CLASSIC,9m 25s,565985,2024-04-08 15:14:00,2024-04-08 15:23:00
138418697,2024-04-08,963,"Bankside Mix, Bankside",2024-04-08,962,"Stamford Street, South Bank",58047,CLASSIC,4m 44s,284261,2024-04-08 15:02:00,2024-04-08 15:07:00
138418655,2024-04-08,982,"Holborn Circus, Holborn",2024-04-08,1008,"Hatton Wall, Holborn",59853,CLASSIC,2m 20s,140149,2024-04-08 15:00:00,2024-04-08 15:02:00
138418581,2024-04-08,978,"Russell Square Station, Bloomsbury",2024-04-08,969,"Gower Place , Euston",52757,CLASSIC,5m 17s,317797,2024-04-08 14:55:00,2024-04-08 15:00:00
138418558,2024-04-08,978,"Russell Square Station, Bloomsbury",2024-04-08,969,"Gower Place , Euston",35551,CLASSIC,6m 24s,384805,2024-04-08 14:54:00,2024-04-08 15:00:00
138418520,2024-04-08,960,"Hop Exchange, The Borough",2024-04-08,994,"Tanner Street, Bermondsey",57508,CLASSIC,5m 40s,340128,2024-04-08 14:52:00,2024-04-08 14:57:00
138418254,2024-04-08,981,"British Museum, Bloomsbury",2024-04-08,978,"Russell Square Station, Bloomsbury",20161,CLASSIC,2m 48s,168972,2024-04-08 14:36:00,2024-04-08 14:38:00
138418227,2024-04-08,959,"Milroy Walk, South Bank",2024-04-08,959,"Milroy Walk, South Bank",59905,CLASSIC,12m 4s,724112,2024-04-08 14:35:00,2024-04-08 14:47:00
138418144,2024-04-08,974,"Guilford Street , Bloomsbury",2024-04-08,1011,"Argyle Street, Kings Cross",35714,CLASSIC,4m 3s,243883,2024-04-08 14:29:00,2024-04-08 14:33:00
138418047,2024-04-08,969,"Gower Place , Euston",2024-04-08,974,"Guilford Street , Bloomsbury",59203,CLASSIC,7m 1s,421637,2024-04-08 14:23:00,2024-04-08 14:30:00
138417940,2024-04-08,996,"Borough High Street, The Borough",2024-04-08,991,"Crosswall, Tower",17836,CLASSIC,15m 39s,939729,2024-04-08 14:17:00,2024-04-08 14:33:00
138417941,2024-04-08,996,"Borough High Street, The Borough",2024-04-08,991,"Crosswall, Tower",21428,CLASSIC,15m 33s,933119,2024-04-08 14:17:00,2024-04-08 14:33:00
138417908,2024-04-08,988,"Great Russell Street, Bloomsbury",2024-04-08,969,"Gower Place , Euston",53257,CLASSIC,4m 12s,252059,2024-04-08 14:15:00,2024-04-08 14:19:00
138417832,2024-04-08,980,"Malet Street, Bloomsbury",2024-04-08,978,"Russell Square Station, Bloomsbury",50766,CLASSIC,4m 18s,258512,2024-04-08 14:10:00,2024-04-08 14:15:00
138417712,2024-04-08,965,"Tachbrook Street, Victoria",2024-04-08,965,"Tachbrook Street, Victoria",59327,CLASSIC,12m 25s,745083,2024-04-08 14:04:00,2024-04-08 14:16:00
138417621,2024-04-08,974,"Guilford Street , Bloomsbury",2024-04-08,969,"Gower Place , Euston",59203,CLASSIC,6m 13s,373195,2024-04-08 13:58:00,2024-04-08 14:04:00
138417513,2024-04-08,992,"St. John Street, Finsbury",2024-04-08,989,"Murray Grove , Hoxton",59137,CLASSIC,5m 52s,352872,2024-04-08 13:51:00,2024-04-08 13:57:00
138417481,2024-04-08,995,"Little Argyll Street, West End",2024-04-08,995,"Little Argyll Street, West End",59946,CLASSIC,39s,39655,2024-04-08 13:49:00,2024-04-08 13:50:00
138417327,2024-04-08,1000,"Vauxhall Cross, Vauxhall",2024-04-08,998,"Lollard Street, Vauxhall",40295,CLASSIC,6m 25s,385523,2024-04-08 13:41:00,2024-04-08 13:47:00
138417293,2024-04-08,979,"Wenlock Road , Hoxton",2024-04-08,964,"Bath Street, St. Luke's",59796,CLASSIC,3m 33s,213774,2024-04-08 13:39:00,2024-04-08 13:43:00
138417277,2024-04-08,994,"Tanner Street, Bermondsey",2024-04-08,960,"Hop Exchange, The Borough",52114,CLASSIC,6m 1s,361187,2024-04-08 13:38:00,2024-04-08 13:44:00
138417150,2024-04-08,1010,"Cartwright Gardens , Bloomsbury",2024-04-08,980,"Malet Street, Bloomsbury",35416,CLASSIC,4m 10s,250522,2024-04-08 13:31:00,2024-04-08 13:35:00
138417079,2024-04-08,976,"Longford Street, The Regent's Park",2024-04-08,970,"Scala Street, Fitzrovia",57589,CLASSIC,5m 48s,348851,2024-04-08 13:26:00,2024-04-08 13:31:00
138416921,2024-04-08,975,"Theobald's Road , Holborn",2024-04-08,989,"Murray Grove , Hoxton",30067,CLASSIC,10m 43s,643048,2024-04-08 13:18:00,2024-04-08 13:29:00
138416782,2024-04-08,997,"Worship Street, Shoreditch",2024-04-08,986,"Finsbury Library , Finsbury",59142,CLASSIC,16m 1s,961170,2024-04-08 13:11:00,2024-04-08 13:27:00
138416594,2024-04-08,996,"Borough High Street, The Borough",2024-04-08,960,"Hop Exchange, The Borough",51477,CLASSIC,2m 0s,120234,2024-04-08 12:59:00,2024-04-08 13:01:00
138416459,2024-04-08,992,"St. John Street, Finsbury",2024-04-08,975,"Theobald's Road , Holborn",59840,CLASSIC,7m 4s,424529,2024-04-08 12:51:00,2024-04-08 12:58:00
138416399,2024-04-08,990,"Cotton Garden Estate, Kennington",2024-04-08,999,"Queen Street 1, Bank",22585,CLASSIC,12m 17s,737021,2024-04-08 12:48:00,2024-04-08 13:01:00
138416269,2024-04-08,974,"Guilford Street , Bloomsbury",2024-04-08,981,"British Museum, Bloomsbury",55156,CLASSIC,3m 42s,222647,2024-04-08 12:41:00,2024-04-08 12:44:00
138416177,2024-04-08,1002,"Holy Trinity Brompton, Knightsbridge",2024-04-08,1002,"Holy Trinity Brompton, Knightsbridge",59819,CLASSIC,3s,3139,2024-04-08 12:34:00,2024-04-08 12:34:00
138416149,2024-04-08,975,"Theobald's Road , Holborn",2024-04-08,961,"Union Street, The Borough",52722,CLASSIC,15m 22s,922846,2024-04-08 12:32:00,2024-04-08 12:47:00
138416097,2024-04-08,965,"Tachbrook Street, Victoria",2024-04-08,965,"Tachbrook Street, Victoria",54281,CLASSIC,5m 36s,336049,2024-04-08 12:29:00,2024-04-08 12:34:00
138415752,2024-04-08,979,"Wenlock Road , Hoxton",2024-04-08,964,"Bath Street, St. Luke's",58522,CLASSIC,3m 25s,205556,2024-04-08 12:07:00,2024-04-08 12:10:00
138415671,2024-04-08,1000,"Vauxhall Cross, Vauxhall",2024-04-08,965,"Tachbrook Street, Victoria",54281,CLASSIC,4m 58s,298400,2024-04-08 12:01:00,2024-04-08 12:06:00
138415576,2024-04-08,978,"Russell Square Station, Bloomsbury",2024-04-08,978,"Russell Square Station, Bloomsbury",55170,CLASSIC,10m 14s,614727,2024-04-08 11:57:00,2024-04-08 12:07:00
138415506,2024-04-08,991,"Crosswall, Tower",2024-04-08,973,"Bethnal Green Road, Shoreditch",17921,CLASSIC,14m 32s,872412,2024-04-08 11:53:00,2024-04-08 12:07:00
138415516,2024-04-08,991,"Crosswall, Tower",2024-04-08,973,"Bethnal Green Road, Shoreditch",24470,CLASSIC,14m 3s,843376,2024-04-08 11:53:00,2024-04-08 12:07:00
138415524,2024-04-08,960,"Hop Exchange, The Borough",2024-04-08,994,"Tanner Street, Bermondsey",55712,CLASSIC,5m 24s,324572,2024-04-08 11:54:00,2024-04-08 11:59:00
138415339,2024-04-08,1007,"Drury Lane, Covent Garden",2024-04-08,992,"St. John Street, Finsbury",59840,CLASSIC,9m 55s,595763,2024-04-08 11:42:00,2024-04-08 11:52:00
138415306,2024-04-08,981,"British Museum, Bloomsbury",2024-04-08,972,"Hampstead Road, Euston",52520,CLASSIC,11m 18s,678435,2024-04-08 11:40:00,2024-04-08 11:51:00
138415165,2024-04-08,974,"Guilford Street , Bloomsbury",2024-04-08,975,"Theobald's Road , Holborn",55176,CLASSIC,2m 20s,140400,2024-04-08 11:29:00,2024-04-08 11:31:00
138415053,2024-04-08,976,"Longford Street, The Regent's Park",2024-04-08,980,"Malet Street, Bloomsbury",52030,CLASSIC,8m 29s,509580,2024-04-08 11:20:00,2024-04-08 11:29:00
138415045,2024-04-08,973,"Bethnal Green Road, Shoreditch",2024-04-08,1009,"Taviton Street, Bloomsbury",16547,CLASSIC,18m 38s,1118665,2024-04-08 11:20:00,2024-04-08 11:38:00
138414994,2024-04-08,1010,"Cartwright Gardens , Bloomsbury",2024-04-08,974,"Guilford Street , Bloomsbury",55176,CLASSIC,3m 6s,186704,2024-04-08 11:16:00,2024-04-08 11:19:00
138414918,2024-04-08,1011,"Argyle Street, Kings Cross",2024-04-08,986,"Finsbury Library , Finsbury",59329,CLASSIC,7m 35s,455278,2024-04-08 11:11:00,2024-04-08 11:18:00
138414868,2024-04-08,959,"Milroy Walk, South Bank",2024-04-08,1004,"Doric Way , Somers Town",59070,CLASSIC,13m 48s,828155,2024-04-08 11:07:00,2024-04-08 11:21:00
138414834,2024-04-08,989,"Murray Grove , Hoxton",2024-04-08,964,"Bath Street, St. Luke's",59144,CLASSIC,3m 54s,234995,2024-04-08 11:05:00,2024-04-08 11:09:00
138414718,2024-04-08,965,"Tachbrook Street, Victoria",2024-04-08,1000,"Vauxhall Cross, Vauxhall",40627,CLASSIC,7m 28s,448182,2024-04-08 10:55:00,2024-04-08 11:03:00
138414281,2024-04-08,982,"Holborn Circus, Holborn",2024-04-08,982,"Holborn Circus, Holborn",53708,CLASSIC,42s,42513,2024-04-08 10:26:00,2024-04-08 10:27:00
138414282,2024-04-08,969,"Gower Place , Euston",2024-04-08,988,"Great Russell Street, Bloomsbury",53257,CLASSIC,5m 24s,324193,2024-04-08 10:26:00,2024-04-08 10:31:00
138414087,2024-04-08,986,"Finsbury Library , Finsbury",2024-04-08,997,"Worship Street, Shoreditch",54001,CLASSIC,10m 4s,604439,2024-04-08 10:14:00,2024-04-08 10:24:00
138413883,2024-04-08,994,"Tanner Street, Bermondsey",2024-04-08,959,"Milroy Walk, South Bank",58944,CLASSIC,12m 0s,720206,2024-04-08 09:59:00,2024-04-08 10:11:00
138413853,2024-04-08,994,"Tanner Street, Bermondsey",2024-04-08,999,"Queen Street 1, Bank",57636,CLASSIC,5m 49s,349608,2024-04-08 09:57:00,2024-04-08 10:03:00
138413823,2024-04-08,960,"Hop Exchange, The Borough",2024-04-08,959,"Milroy Walk, South Bank",41062,CLASSIC,5m 33s,333078,2024-04-08 09:56:00,2024-04-08 10:01:00
138413444,2024-04-08,973,"Bethnal Green Road, Shoreditch",2024-04-08,1007,"Drury Lane, Covent Garden",56642,CLASSIC,17m 37s,1057747,2024-04-08 09:36:00,2024-04-08 09:54:00
138413420,2024-04-08,1002,"Holy Trinity Brompton, Knightsbridge",2024-04-08,1002,"Holy Trinity Brompton, Knightsbridge",55673,CLASSIC,9s,9991,2024-04-08 09:35:00,2024-04-08 09:35:00
138413346,2024-04-08,1011,"Argyle Street, Kings Cross",2024-04-08,970,"Scala Street, Fitzrovia",20431,CLASSIC,6m 22s,382968,2024-04-08 09:31:00,2024-04-08 09:37:00
138413306,2024-04-08,979,"Wenlock Road , Hoxton",2024-04-08,982,"Holborn Circus, Holborn",21504,CLASSIC,10m 50s,650834,2024-04-08 09:29:00,2024-04-08 09:40:00
138413277,2024-04-08,979,"Wenlock Road , Hoxton",2024-04-08,979,"Wenlock Road , Hoxton",30803,CLASSIC,10s,10400,2024-04-08 09:28:00,2024-04-08 09:28:00
138413247,2024-04-08,994,"Tanner Street, Bermondsey",2024-04-08,960,"Hop Exchange, The Borough",58455,CLASSIC,10m 55s,655897,2024-04-08 09:27:00,2024-04-08 09:38:00
138413248,2024-04-08,994,"Tanner Street, Bermondsey",2024-04-08,982,"Holborn Circus, Holborn",56474,CLASSIC,14m 41s,881486,2024-04-08 09:27:00,2024-04-08 09:42:00
138413040,2024-04-08,1010,"Cartwright Gardens , Bloomsbury",2024-04-08,1005,"Eversholt Street , Camden Town",51718,CLASSIC,5m 54s,354044,2024-04-08 09:19:00,2024-04-08 09:24:00
138412857,2024-04-08,994,"Tanner Street, Bermondsey",2024-04-08,999,"Queen Street 1, Bank",56627,CLASSIC,7m 12s,432667,2024-04-08 09:12:00,2024-04-08 09:20:00
138412816,2024-04-08,960,"Hop Exchange, The Borough",2024-04-08,963,"Bankside Mix, Bankside",53109,CLASSIC,1m 56s,116065,2024-04-08 09:11:00,2024-04-08 09:13:00
138412630,2024-04-08,965,"Tachbrook Street, Victoria",2024-04-08,997,"Worship Street, Shoreditch",55567,CLASSIC,22m 58s,1378465,2024-04-08 09:05:00,2024-04-08 09:28:00
138412621,2024-04-08,984,"Finsbury Circus, Liverpool Street",2024-04-08,999,"Queen Street 1, Bank",54014,CLASSIC,4m 13s,253583,2024-04-08 09:04:00,2024-04-08 09:09:00
138412426,2024-04-08,966,"New Kent Road, The Borough",2024-04-08,984,"Finsbury Circus, Liverpool Street",19003,CLASSIC,12m 17s,737652,2024-04-08 08:58:00,2024-04-08 09:10:00
138412296,2024-04-08,1004,"Doric Way , Somers Town",2024-04-08,997,"Worship Street, Shoreditch",56030,CLASSIC,15m 52s,952080,2024-04-08 08:54:00,2024-04-08 09:10:00
138412310,2024-04-08,973,"Bethnal Green Road, Shoreditch",2024-04-08,982,"Holborn Circus, Holborn",11778,CLASSIC,17m 30s,1050535,2024-04-08 08:55:00,2024-04-08 09:12:00
138412135,2024-04-08,989,"Murray Grove , Hoxton",2024-04-08,960,"Hop Exchange, The Borough",41062,CLASSIC,13m 28s,808773,2024-04-08 08:50:00,2024-04-08 09:03:00
138412121,2024-04-08,985,"Hatton Garden, Holborn",2024-04-08,997,"Worship Street, Shoreditch",57449,CLASSIC,9m 2s,542602,2024-04-08 08:49:00,2024-04-08 08:58:00
138412040,2024-04-08,978,"Russell Square Station, Bloomsbury",2024-04-08,1004,"Doric Way , Somers Town",23489,CLASSIC,6m 0s,360088,2024-04-08 08:48:00,2024-04-08 08:54:00
138411474,2024-04-08,973,"Bethnal Green Road, Shoreditch",2024-04-08,967,"Golden Lane, Barbican",59319,CLASSIC,18m 5s,1085006,2024-04-08 08:36:00,2024-04-08 08:54:00
138411353,2024-04-08,972,"Hampstead Road, Euston",2024-04-08,996,"Borough High Street, The Borough",59343,CLASSIC,23m 49s,1429439,2024-04-08 08:33:00,2024-04-08 08:57:00
138411304,2024-04-08,973,"Bethnal Green Road, Shoreditch",2024-04-08,999,"Queen Street 1, Bank",41206,CLASSIC,10m 21s,621604,2024-04-08 08:32:00,2024-04-08 08:42:00
138411197,2024-04-08,996,"Borough High Street, The Borough",2024-04-08,984,"Finsbury Circus, Liverpool Street",59014,CLASSIC,11m 9s,669814,2024-04-08 08:30:00,2024-04-08 08:41:00
138411210,2024-04-08,998,"Lollard Street, Vauxhall",2024-04-08,969,"Gower Place , Euston",51820,CLASSIC,19m 6s,1146429,2024-04-08 08:30:00,2024-04-08 08:49:00
138411133,2024-04-08,996,"Borough High Street, The Borough",2024-04-08,960,"Hop Exchange, The Borough",51410,CLASSIC,3m 35s,215017,2024-04-08 08:29:00,2024-04-08 08:32:00
138411136,2024-04-08,961,"Union Street, The Borough",2024-04-08,994,"Tanner Street, Bermondsey",56474,CLASSIC,8m 2s,482281,2024-04-08 08:28:00,2024-04-08 08:37:00
138411102,2024-04-08,1004,"Doric Way , Somers Town",2024-04-08,963,"Bankside Mix, Bankside",55675,CLASSIC,18m 42s,1122733,2024-04-08 08:27:00,2024-04-08 08:46:00
138410997,2024-04-08,998,"Lollard Street, Vauxhall",2024-04-08,998,"Lollard Street, Vauxhall",51820,CLASSIC,1m 36s,96583,2024-04-08 08:25:00,2024-04-08 08:27:00
138411021,2024-04-08,963,"Bankside Mix, Bankside",2024-04-08,984,"Finsbury Circus, Liverpool Street",53359,CLASSIC,10m 27s,627813,2024-04-08 08:25:00,2024-04-08 08:36:00
138410813,2024-04-08,1004,"Doric Way , Somers Town",2024-04-08,960,"Hop Exchange, The Borough",53933,CLASSIC,23m 3s,1383156,2024-04-08 08:20:00,2024-04-08 08:43:00
138410741,2024-04-08,969,"Gower Place , Euston",2024-04-08,974,"Guilford Street , Bloomsbury",55156,CLASSIC,7m 14s,434153,2024-04-08 08:19:00,2024-04-08 08:26:00
138410574,2024-04-08,986,"Finsbury Library , Finsbury",2024-04-08,980,"Malet Street, Bloomsbury",41115,CLASSIC,14m 31s,871621,2024-04-08 08:15:00,2024-04-08 08:29:00
138410607,2024-04-08,975,"Theobald's Road , Holborn",2024-04-08,1004,"Doric Way , Somers Town",56030,CLASSIC,5m 42s,342475,2024-04-08 08:16:00,2024-04-08 08:21:00
138410497,2024-04-08,996,"Borough High Street, The Borough",2024-04-08,984,"Finsbury Circus, Liverpool Street",56233,CLASSIC,11m 6s,666101,2024-04-08 08:13:00,2024-04-08 08:24:00
138410392,2024-04-08,979,"Wenlock Road , Hoxton",2024-04-08,985,"Hatton Garden, Holborn",40671,CLASSIC,9m 39s,579480,2024-04-08 08:09:00,2024-04-08 08:19:00
138410257,2024-04-08,975,"Theobald's Road , Holborn",2024-04-08,960,"Hop Exchange, The Borough",54512,CLASSIC,12m 39s,759198,2024-04-08 08:06:00,2024-04-08 08:18:00
138410210,2024-04-08,1008,"Hatton Wall, Holborn",2024-04-08,980,"Malet Street, Bloomsbury",23901,CLASSIC,10m 11s,611340,2024-04-08 08:04:00,2024-04-08 08:14:00
