Number,Start date,Start station,End date,End station,Total duration,Total duration (ms),Start datetime,End datetime
137762506,2024-03-08,"Milroy Walk, South Bank",2024-03-08,"Bankside Mix, Bankside",4m 10s,250039,2024-03-08 16:38:00,2024-03-08 16:42:00
137760497,2024-03-08,"Bethnal Green Road, Shoreditch",2024-03-08,"Union Street, The Borough",11m 3s,663307,2024-03-08 15:17:00,2024-03-08 15:29:00
137759713,2024-03-08,"Hop Exchange, The Borough",2024-03-08,"Milroy Walk, South Bank",3m 54s,234926,2024-03-08 14:40:00,2024-03-08 14:44:00
137758474,2024-03-08,"Stamford Street, South Bank",2024-03-08,"Hop Exchange, The Borough",6m 51s,411030,2024-03-08 13:40:00,2024-03-08 13:47:00
137758381,2024-03-08,"Milroy Walk, South Bank",2024-03-08,"Hop Exchange, The Borough",3m 22s,202647,2024-03-08 13:36:00,2024-03-08 13:39:00
137758021,2024-03-08,"Golden Lane, Barbican",2024-03-08,"Golden Lane, Barbican",32m 4s,1924513,2024-03-08 13:20:00,2024-03-08 13:52:00
137757741,2024-03-08,"Hop Exchange, The Borough",2024-03-08,"New Kent Road, The Borough",6m 46s,406979,2024-03-08 13:07:00,2024-03-08 13:14:00
137757319,2024-03-08,"Union Street, The Borough",2024-03-08,"Union Street, The Borough",40m 6s,2406494,2024-03-08 12:45:00,2024-03-08 13:26:00
137756462,2024-03-08,"Bankside Mix, Bankside",2024-03-08,"Bankside Mix, Bankside",25m 4s,1504157,2024-03-08 12:05:00,2024-03-08 12:30:00
137756366,2024-03-08,"Bethnal Green Road, Shoreditch",2024-03-08,"Bethnal Green Road, Shoreditch",20m 17s,1217873,2024-03-08 12:00:00,2024-03-08 12:21:00
137755332,2024-03-08,"New Kent Road, The Borough",2024-03-08,"Hop Exchange, The Borough",5m 51s,351828,2024-03-08 11:04:00,2024-03-08 11:10:00
137755287,2024-03-08,"New Kent Road, The Borough",2024-03-08,"Tachbrook Street, Victoria",16m 30s,990807,2024-03-08 11:02:00,2024-03-08 11:18:00
137754903,2024-03-08,"Stamford Street, South Bank",2024-03-08,"Godliman Street, St. Paul's",7m 23s,443691,2024-03-08 10:41:00,2024-03-08 10:48:00
137754838,2024-03-08,"Milroy Walk, South Bank",2024-03-08,"Hop Exchange, The Borough",5m 49s,349137,2024-03-08 10:38:00,2024-03-08 10:44:00
137754599,2024-03-08,"Milroy Walk, South Bank",2024-03-08,"Bankside Mix, Bankside",24m 54s,1494511,2024-03-08 10:24:00,2024-03-08 10:48:00
137753756,2024-03-08,"Bankside Mix, Bankside",2024-03-08,"Stamford Street, South Bank",2m 53s,173121,2024-03-08 09:40:00,2024-03-08 09:42:00
137752687,2024-03-08,"Bath Street, St. Luke's",2024-03-08,"Bath Street, St. Luke's",23s,23586,2024-03-08 09:00:00,2024-03-08 09:01:00
137751661,2024-03-08,"Union Street, The Borough",2024-03-08,"Hop Exchange, The Borough",2m 50s,170052,2024-03-08 08:37:00,2024-03-08 08:39:00
137751583,2024-03-08,"Hampstead Road, Euston",2024-03-08,"Hampstead Road, Euston",36m 24s,2184192,2024-03-08 08:35:00,2024-03-08 09:11:00
137750331,2024-03-08,"Stamford Street, South Bank",2024-03-08,"Hop Exchange, The Borough",4m 34s,274200,2024-03-08 08:01:00,2024-03-08 08:06:00
137749449,2024-03-08,"Hop Exchange, The Borough",2024-03-08,"Hop Exchange, The Borough",16m 36s,996699,2024-03-08 07:27:00,2024-03-08 07:44:00
137748167,2024-03-08,"Hampstead Road, Euston",2024-03-08,"Gower Place , Euston",46m 8s,2768092,2024-03-08 01:43:00,2024-03-08 02:29:00
137748168,2024-03-08,"Hampstead Road, Euston",2024-03-08,"Gower Place , Euston",46m 7s,2767203,2024-03-08 01:43:00,2024-03-08 02:29:00
137747999,2024-03-08,"Bethnal Green Road, Shoreditch",2024-03-08,"Bethnal Green Road, Shoreditch",4m 53s,293843,2024-03-08 00:16:00,2024-03-08 00:21:00
137747619,2024-03-07,"Warwick Row, Westminster",2024-03-07,"Tachbrook Street, Victoria",3m 35s,215493,2024-03-07 23:11:00,2024-03-07 23:14:00
137746940,2024-03-07,"Scala Street, Fitzrovia",2024-03-07,"Scala Street, Fitzrovia",18m 21s,1101920,2024-03-07 22:01:00,2024-03-07 22:19:00
137746308,2024-03-07,"Hop Exchange, The Borough",2024-03-07,"Stamford Street, South Bank",6m 37s,397796,2024-03-07 21:11:00,2024-03-07 21:18:00
137744651,2024-03-07,"Union Street, The Borough",2024-03-07,"Union Street, The Borough",2s,2888,2024-03-07 19:36:00,2024-03-07 19:36:00
137744561,2024-03-07,"Bath Street, St. Luke's",2024-03-07,"Bethnal Green Road, Shoreditch",7m 56s,476658,2024-03-07 19:32:00,2024-03-07 19:40:00
137744541,2024-03-07,"Milroy Walk, South Bank",2024-03-07,"Milroy Walk, South Bank",16s,16796,2024-03-07 19:31:00,2024-03-07 19:31:00
137744422,2024-03-07,"Bankside Mix, Bankside",2024-03-07,"Godliman Street, St. Paul's",6m 8s,368259,2024-03-07 19:26:00,2024-03-07 19:33:00
137744315,2024-03-07,"Golden Lane, Barbican",2024-03-07,"Hop Exchange, The Borough",10m 56s,656743,2024-03-07 19:22:00,2024-03-07 19:33:00
137743646,2024-03-07,"Milroy Walk, South Bank",2024-03-07,"New Kent Road, The Borough",12m 26s,746899,2024-03-07 18:59:00,2024-03-07 19:12:00
137742339,2024-03-07,"Gower Place , Euston",2024-03-07,"Gower Place , Euston",6m 17s,377466,2024-03-07 18:25:00,2024-03-07 18:31:00
137742169,2024-03-07,"Stamford Street, South Bank",2024-03-07,"Hop Exchange, The Borough",8m 35s,515008,2024-03-07 18:21:00,2024-03-07 18:30:00
137740762,2024-03-07,"Milroy Walk, South Bank",2024-03-07,"Milroy Walk, South Bank",59s,59025,2024-03-07 17:53:00,2024-03-07 17:54:00
137739844,2024-03-07,"Stamford Street, South Bank",2024-03-07,"Stamford Street, South Bank",2m 17s,137987,2024-03-07 17:34:00,2024-03-07 17:37:00
137739679,2024-03-07,"Hop Exchange, The Borough",2024-03-07,"Hop Exchange, The Borough",54m 18s,3258142,2024-03-07 17:31:00,2024-03-07 18:25:00
137738814,2024-03-07,"Bankside Mix, Bankside",2024-03-07,"Hop Exchange, The Borough",3m 19s,199104,2024-03-07 17:11:00,2024-03-07 17:14:00
137738445,2024-03-07,"Hop Exchange, The Borough",2024-03-07,"Stamford Street, South Bank",5m 6s,306611,2024-03-07 17:03:00,2024-03-07 17:08:00
137738095,2024-03-07,"Bankside Mix, Bankside",2024-03-07,"Bankside Mix, Bankside",3s,3124,2024-03-07 16:52:00,2024-03-07 16:52:00
137737177,2024-03-07,"Hampstead Road, Euston",2024-03-07,"Hampstead Road, Euston",9s,9712,2024-03-07 16:18:00,2024-03-07 16:18:00
137737144,2024-03-07,"Stamford Street, South Bank",2024-03-07,"Milroy Walk, South Bank",1h 22m 4s,4924559,2024-03-07 16:16:00,2024-03-07 17:39:00
137737041,2024-03-07,"Stamford Street, South Bank",2024-03-07,"Hop Exchange, The Borough",7m 27s,447166,2024-03-07 16:11:00,2024-03-07 16:18:00
137736368,2024-03-07,"Milroy Walk, South Bank",2024-03-07,"Milroy Walk, South Bank",33s,33287,2024-03-07 15:39:00,2024-03-07 15:39:00
137736070,2024-03-07,"Bath Street, St. Luke's",2024-03-07,"Bath Street, St. Luke's",11m 45s,705307,2024-03-07 15:21:00,2024-03-07 15:33:00
137735973,2024-03-07,"Union Street, The Borough",2024-03-07,"Milroy Walk, South Bank",4m 10s,250924,2024-03-07 15:16:00,2024-03-07 15:20:00
137735736,2024-03-07,"Bankside Mix, Bankside",2024-03-07,"Stamford Street, South Bank",3m 54s,234590,2024-03-07 15:03:00,2024-03-07 15:07:00
137735728,2024-03-07,"Milroy Walk, South Bank",2024-03-07,"Union Street, The Borough",3m 55s,235003,2024-03-07 15:02:00,2024-03-07 15:06:00
137734156,2024-03-07,"Bethnal Green Road, Shoreditch",2024-03-07,"Bethnal Green Road, Shoreditch",7s,7117,2024-03-07 13:34:00,2024-03-07 13:34:00
137733813,2024-03-07,"Union Street, The Borough",2024-03-07,"Hop Exchange, The Borough",4m 38s,278457,2024-03-07 13:12:00,2024-03-07 13:17:00
137733226,2024-03-07,"Hop Exchange, The Borough",2024-03-07,"Milroy Walk, South Bank",4m 16s,256182,2024-03-07 12:42:00,2024-03-07 12:46:00
137732389,2024-03-07,"Bath Street, St. Luke's",2024-03-07,"Golden Lane, Barbican",3m 51s,231096,2024-03-07 11:54:00,2024-03-07 11:58:00
137731085,2024-03-07,"Milroy Walk, South Bank",2024-03-07,"Union Street, The Borough",4m 38s,278507,2024-03-07 10:33:00,2024-03-07 10:37:00
137731040,2024-03-07,"Bethnal Green Road, Shoreditch",2024-03-07,"Hampstead Road, Euston",30m 34s,1834539,2024-03-07 10:30:00,2024-03-07 11:01:00
137731035,2024-03-07,"Stamford Street, South Bank",2024-03-07,"Stamford Street, South Bank",4s,4898,2024-03-07 10:29:00,2024-03-07 10:29:00
137730952,2024-03-07,"Hop Exchange, The Borough",2024-03-07,"Union Street, The Borough",2m 37s,157869,2024-03-07 10:24:00,2024-03-07 10:27:00
137730718,2024-03-07,"Bath Street, St. Luke's",2024-03-07,"Golden Lane, Barbican",3m 14s,194594,2024-03-07 10:12:00,2024-03-07 10:16:00
137730229,2024-03-07,"Warwick Row, Westminster",2024-03-07,"Godliman Street, St. Paul's",15m 39s,939178,2024-03-07 09:48:00,2024-03-07 10:03:00
137729843,2024-03-07,"Stamford Street, South Bank",2024-03-07,"Hop Exchange, The Borough",8m 30s,510053,2024-03-07 09:34:00,2024-03-07 09:42:00
137726902,2024-03-07,"Stamford Street, South Bank",2024-03-07,"Hop Exchange, The Borough",7m 2s,422303,2024-03-07 08:31:00,2024-03-07 08:38:00
137726538,2024-03-07,"Bankside Mix, Bankside",2024-03-07,"Bankside Mix, Bankside",1h 2m 42s,3762799,2024-03-07 08:25:00,2024-03-07 09:28:00
137724654,2024-03-07,"Hop Exchange, The Borough",2024-03-07,"Bankside Mix, Bankside",2m 47s,167700,2024-03-07 07:48:00,2024-03-07 07:51:00
137722711,2024-03-07,"New Kent Road, The Borough",2024-03-07,"Hop Exchange, The Borough",4m 8s,248637,2024-03-07 06:17:00,2024-03-07 06:21:00
137722388,2024-03-07,"New Kent Road, The Borough",2024-03-07,"Union Street, The Borough",9m 49s,589331,2024-03-07 02:08:00,2024-03-07 02:18:00
137722316,2024-03-07,"Hop Exchange, The Borough",2024-03-07,"Milroy Walk, South Bank",3m 24s,204670,2024-03-07 01:00:00,2024-03-07 01:03:00
137722199,2024-03-07,"New Kent Road, The Borough",2024-03-07,"New Kent Road, The Borough",16m 54s,1014020,2024-03-07 00:09:00,2024-03-07 00:26:00
137722194,2024-03-07,"Bath Street, St. Luke's",2024-03-07,"Bethnal Green Road, Shoreditch",4m 49s,289701,2024-03-07 00:05:00,2024-03-07 00:10:00
137722190,2024-03-07,"Bath Street, St. Luke's",2024-03-07,"Bethnal Green Road, Shoreditch",5m 59s,359122,2024-03-07 00:04:00,2024-03-07 00:10:00
137722174,2024-03-06,"Milroy Walk, South Bank",2024-03-06,"Milroy Walk, South Bank",24s,24587,2024-03-06 23:59:00,2024-03-06 23:59:00
137721895,2024-03-06,"Milroy Walk, South Bank",2024-03-06,"Stamford Street, South Bank",1m 49s,109342,2024-03-06 23:06:00,2024-03-06 23:08:00
137721880,2024-03-06,"Scala Street, Fitzrovia",2024-03-06,"Bethnal Green Road, Shoreditch",19m 32s,1172606,2024-03-06 23:03:00,2024-03-06 23:23:00
137721237,2024-03-06,"Hop Exchange, The Borough",2024-03-06,"Bankside Mix, Bankside",2m 15s,135450,2024-03-06 22:02:00,2024-03-06 22:04:00
137720900,2024-03-06,"Warwick Row, Westminster",2024-03-06,"Warwick Row, Westminster",15m 5s,905237,2024-03-06 21:32:00,2024-03-06 21:47:00
137720568,2024-03-06,"Hop Exchange, The Borough",2024-03-06,"Hop Exchange, The Borough",1m 23s,83714,2024-03-06 21:09:00,2024-03-06 21:11:00
137720497,2024-03-06,"Milroy Walk, South Bank",2024-03-06,"Bankside Mix, Bankside",3m 14s,194414,2024-03-06 21:03:00,2024-03-06 21:07:00
137717566,2024-03-06,"New Kent Road, The Borough",2024-03-06,"New Kent Road, The Borough",1m 5s,65975,2024-03-06 18:54:00,2024-03-06 18:55:00
137714632,2024-03-06,"Bankside Mix, Bankside",2024-03-06,"Bankside Mix, Bankside",8s,8116,2024-03-06 17:49:00,2024-03-06 17:49:00
137714209,2024-03-06,"Stamford Street, South Bank",2024-03-06,"Bankside Mix, Bankside",10m 45s,645928,2024-03-06 17:41:00,2024-03-06 17:52:00
137714172,2024-03-06,"Stamford Street, South Bank",2024-03-06,"Bankside Mix, Bankside",11m 15s,675782,2024-03-06 17:40:00,2024-03-06 17:51:00
137713925,2024-03-06,"Golden Lane, Barbican",2024-03-06,"Golden Lane, Barbican",28s,28754,2024-03-06 17:35:00,2024-03-06 17:36:00
137713661,2024-03-06,"Bankside Mix, Bankside",2024-03-06,"Hop Exchange, The Borough",3m 9s,189129,2024-03-06 17:30:00,2024-03-06 17:33:00
137713307,2024-03-06,"Bankside Mix, Bankside",2024-03-06,"Bankside Mix, Bankside",11s,11936,2024-03-06 17:22:00,2024-03-06 17:22:00
137713242,2024-03-06,"Hop Exchange, The Borough",2024-03-06,"New Kent Road, The Borough",4m 21s,261371,2024-03-06 17:20:00,2024-03-06 17:25:00
137712866,2024-03-06,"Gower Place , Euston",2024-03-06,"Bath Street, St. Luke's",19m 32s,1172526,2024-03-06 17:13:00,2024-03-06 17:32:00
137712654,2024-03-06,"Union Street, The Borough",2024-03-06,"Hop Exchange, The Borough",2m 30s,150526,2024-03-06 17:09:00,2024-03-06 17:11:00
137712662,2024-03-06,"Bankside Mix, Bankside",2024-03-06,"Hop Exchange, The Borough",3m 43s,223105,2024-03-06 17:09:00,2024-03-06 17:12:00
137712183,2024-03-06,"New Kent Road, The Borough",2024-03-06,"New Kent Road, The Borough",30m 38s,1838205,2024-03-06 16:56:00,2024-03-06 17:27:00
137711285,2024-03-06,"Hop Exchange, The Borough",2024-03-06,"Stamford Street, South Bank",6m 31s,391656,2024-03-06 16:25:00,2024-03-06 16:31:00
137710930,2024-03-06,"Golden Lane, Barbican",2024-03-06,"Golden Lane, Barbican",1m 19s,79725,2024-03-06 16:11:00,2024-03-06 16:12:00
137710393,2024-03-06,"Bankside Mix, Bankside",2024-03-06,"Union Street, The Borough",3m 29s,209821,2024-03-06 15:47:00,2024-03-06 15:51:00
137710102,2024-03-06,"Hop Exchange, The Borough",2024-03-06,"Bankside Mix, Bankside",2m 52s,172461,2024-03-06 15:33:00,2024-03-06 15:35:00
137709105,2024-03-06,"Milroy Walk, South Bank",2024-03-06,"Milroy Walk, South Bank",34s,34007,2024-03-06 14:37:00,2024-03-06 14:38:00
137708986,2024-03-06,"Scala Street, Fitzrovia",2024-03-06,"Hop Exchange, The Borough",2h 23m 35s,8615400,2024-03-06 14:30:00,2024-03-06 16:54:00
137708411,2024-03-06,"Hop Exchange, The Borough",2024-03-06,"Union Street, The Borough",2m 28s,148143,2024-03-06 13:56:00,2024-03-06 13:59:00
137706745,2024-03-06,"Hop Exchange, The Borough",2024-03-06,"Union Street, The Borough",3m 50s,230366,2024-03-06 12:30:00,2024-03-06 12:34:00
137703961,2024-03-06,"Warwick Row, Westminster",2024-03-06,"Warwick Row, Westminster",7s,7588,2024-03-06 09:45:00,2024-03-06 09:45:00
137703262,2024-03-06,"Hop Exchange, The Borough",2024-03-06,"Union Street, The Borough",2m 3s,123145,2024-03-06 09:21:00,2024-03-06 09:23:00
137702638,2024-03-06,"Stamford Street, South Bank",2024-03-06,"Hop Exchange, The Borough",6m 2s,362485,2024-03-06 09:04:00,2024-03-06 09:10:00
137700824,2024-03-06,"Hop Exchange, The Borough",2024-03-06,"Milroy Walk, South Bank",6m 10s,370020,2024-03-06 08:34:00,2024-03-06 08:40:00
137699991,2024-03-06,"Hop Exchange, The Borough",2024-03-06,"Bankside Mix, Bankside",2m 50s,170718,2024-03-06 08:21:00,2024-03-06 08:24:00
137699457,2024-03-06,"Union Street, The Borough",2024-03-06,"Hop Exchange, The Borough",2m 34s,154259,2024-03-06 08:11:00,2024-03-06 08:14:00
137699354,2024-03-06,"Bethnal Green Road, Shoreditch",2024-03-06,"Bethnal Green Road, Shoreditch",1m 19s,79994,2024-03-06 08:09:00,2024-03-06 08:11:00
137697678,2024-03-06,"Hop Exchange, The Borough",2024-03-06,"Stamford Street, South Bank",6m 49s,409392,2024-03-06 07:28:00,2024-03-06 07:35:00
137696862,2024-03-06,"Bethnal Green Road, Shoreditch",2024-03-06,"Bethnal Green Road, Shoreditch",1m 35s,95896,2024-03-06 06:49:00,2024-03-06 06:51:00
137696452,2024-03-06,"New Kent Road, The Borough",2024-03-06,"Hop Exchange, The Borough",4m 15s,255578,2024-03-06 06:16:00,2024-03-06 06:21:00
137695972,2024-03-06,"Scala Street, Fitzrovia",2024-03-06,"Scala Street, Fitzrovia",11m 18s,678275,2024-03-06 00:20:00,2024-03-06 00:31:00
137694879,2024-03-05,"Stamford Street, South Bank",2024-03-05,"Hop Exchange, The Borough",5m 34s,334560,2024-03-05 21:34:00,2024-03-05 21:39:00
137694465,2024-03-05,"Milroy Walk, South Bank",2024-03-05,"Bethnal Green Road, Shoreditch",12m 57s,777564,2024-03-05 21:03:00,2024-03-05 21:16:00
137692580,2024-03-05,"Hop Exchange, The Borough",2024-03-05,"New Kent Road, The Borough",4m 52s,292624,2024-03-05 19:29:00,2024-03-05 19:34:00
137691762,2024-03-05,"Hop Exchange, The Borough",2024-03-05,"Milroy Walk, South Bank",4m 2s,242717,2024-03-05 19:02:00,2024-03-05 19:06:00
137691334,2024-03-05,"Bankside Mix, Bankside",2024-03-05,"Hop Exchange, The Borough",2m 25s,145915,2024-03-05 18:51:00,2024-03-05 18:53:00
137690419,2024-03-05,"Bethnal Green Road, Shoreditch",2024-03-05,"Bethnal Green Road, Shoreditch",9s,9713,2024-03-05 18:29:00,2024-03-05 18:29:00
137688726,2024-03-05,"Warwick Row, Westminster",2024-03-05,"Tachbrook Street, Victoria",3m 27s,207628,2024-03-05 17:56:00,2024-03-05 17:59:00
137687739,2024-03-05,"Bethnal Green Road, Shoreditch",2024-03-05,"Union Street, The Borough",17m 51s,1071072,2024-03-05 17:37:00,2024-03-05 17:55:00
137687478,2024-03-05,"Union Street, The Borough",2024-03-05,"Bankside Mix, Bankside",1m 50s,110675,2024-03-05 17:32:00,2024-03-05 17:34:00
137686602,2024-03-05,"Bath Street, St. Luke's",2024-03-05,"Bath Street, St. Luke's",58m 43s,3523107,2024-03-05 17:13:00,2024-03-05 18:12:00
137686574,2024-03-05,"Gower Place , Euston",2024-03-05,"Bethnal Green Road, Shoreditch",20m 0s,1200308,2024-03-05 17:13:00,2024-03-05 17:33:00
137685884,2024-03-05,"Hop Exchange, The Borough",2024-03-05,"Stamford Street, South Bank",5m 9s,309461,2024-03-05 16:55:00,2024-03-05 17:00:00
137683728,2024-03-05,"Gower Place , Euston",2024-03-05,"Hampstead Road, Euston",24m 38s,1478529,2024-03-05 15:13:00,2024-03-05 15:37:00
137683377,2024-03-05,"Milroy Walk, South Bank",2024-03-05,"Hop Exchange, The Borough",4m 47s,287217,2024-03-05 14:50:00,2024-03-05 14:55:00
137682703,2024-03-05,"Hop Exchange, The Borough",2024-03-05,"Stamford Street, South Bank",6m 33s,393801,2024-03-05 14:08:00,2024-03-05 14:14:00
137682614,2024-03-05,"Hop Exchange, The Borough",2024-03-05,"Union Street, The Borough",2m 13s,133610,2024-03-05 14:03:00,2024-03-05 14:05:00
137681476,2024-03-05,"Warwick Row, Westminster",2024-03-05,"Tachbrook Street, Victoria",4m 21s,261356,2024-03-05 12:56:00,2024-03-05 13:01:00
137681048,2024-03-05,"Hop Exchange, The Borough",2024-03-05,"Bankside Mix, Bankside",3m 5s,185743,2024-03-05 12:31:00,2024-03-05 12:34:00
137680862,2024-03-05,"Bankside Mix, Bankside",2024-03-05,"Hop Exchange, The Borough",2m 29s,149151,2024-03-05 12:18:00,2024-03-05 12:21:00
137680011,2024-03-05,"Golden Lane, Barbican",2024-03-05,"Bath Street, St. Luke's",2m 39s,159581,2024-03-05 11:21:00,2024-03-05 11:24:00
137677749,2024-03-05,"New Kent Road, The Borough",2024-03-05,"Bankside Mix, Bankside",8m 39s,519220,2024-03-05 09:18:00,2024-03-05 09:27:00
137675447,2024-03-05,"Bankside Mix, Bankside",2024-03-05,"Bankside Mix, Bankside",34m 26s,2066569,2024-03-05 08:32:00,2024-03-05 09:07:00
137674374,2024-03-05,"Stamford Street, South Bank",2024-03-05,"Hop Exchange, The Borough",8m 40s,520948,2024-03-05 08:12:00,2024-03-05 08:21:00
137674107,2024-03-05,"Bethnal Green Road, Shoreditch",2024-03-05,"Hop Exchange, The Borough",12m 52s,772265,2024-03-05 08:08:00,2024-03-05 08:21:00
137671508,2024-03-05,"New Kent Road, The Borough",2024-03-05,"Hop Exchange, The Borough",4m 32s,272055,2024-03-05 06:22:00,2024-03-05 06:27:00
137671000,2024-03-05,"Hampstead Road, Euston",2024-03-05,"Bath Street, St. Luke's",25m 29s,1529396,2024-03-05 00:07:00,2024-03-05 00:33:00
137670223,2024-03-04,"Bankside Mix, Bankside",2024-03-04,"Hop Exchange, The Borough",7m 56s,476092,2024-03-04 21:49:00,2024-03-04 21:57:00
137670011,2024-03-04,"Hop Exchange, The Borough",2024-03-04,"Bankside Mix, Bankside",3m 43s,223448,2024-03-04 21:25:00,2024-03-04 21:29:00
137669632,2024-03-04,"Tachbrook Street, Victoria",2024-03-04,"Tachbrook Street, Victoria",11m 24s,684757,2024-03-04 20:52:00,2024-03-04 21:03:00
137668694,2024-03-04,"Hop Exchange, The Borough",2024-03-04,"Hop Exchange, The Borough",2h 29m 48s,8988276,2024-03-04 19:54:00,2024-03-04 22:24:00
137668019,2024-03-04,"Scala Street, Fitzrovia",2024-03-04,"Scala Street, Fitzrovia",36s,36647,2024-03-04 19:24:00,2024-03-04 19:24:00
137667558,2024-03-04,"Stamford Street, South Bank",2024-03-04,"Milroy Walk, South Bank",1m 42s,102792,2024-03-04 19:08:00,2024-03-04 19:10:00
137664000,2024-03-04,"Hampstead Road, Euston",2024-03-04,"Bath Street, St. Luke's",22m 20s,1340160,2024-03-04 17:41:00,2024-03-04 18:03:00
137664003,2024-03-04,"Hop Exchange, The Borough",2024-03-04,"New Kent Road, The Borough",7m 44s,464359,2024-03-04 17:41:00,2024-03-04 17:49:00
137662197,2024-03-04,"Hop Exchange, The Borough",2024-03-04,"Stamford Street, South Bank",5m 39s,339676,2024-03-04 16:55:00,2024-03-04 17:01:00
137660041,2024-03-04,"New Kent Road, The Borough",2024-03-04,"Hop Exchange, The Borough",4m 59s,299704,2024-03-04 15:06:00,2024-03-04 15:11:00
137659957,2024-03-04,"Hop Exchange, The Borough",2024-03-04,"Hop Exchange, The Borough",15m 57s,957600,2024-03-04 15:00:00,2024-03-04 15:16:00
137659959,2024-03-04,"Hop Exchange, The Borough",2024-03-04,"Hop Exchange, The Borough",16m 35s,995408,2024-03-04 15:00:00,2024-03-04 15:16:00
137659784,2024-03-04,"Milroy Walk, South Bank",2024-03-04,"Milroy Walk, South Bank",14m 38s,878772,2024-03-04 14:49:00,2024-03-04 15:04:00
